,DateOccured,DateReported,Location,Duration
44188,20070715,20070826," Mumbai (India),",
44189,20070909,20070909," Keizer, OR",Aprox 7 Minutes
44190,20070920,20070920," Northern Cambria/Hastings, PA",3 differnt nights
44191,20070828,20070903," Arizona, AZ",30 mins
44192,20070801,20070810," Umatilla, OR",5 seconds
44193,20070812,20070812," Hesperia, CA",1 hour
44194,20070823,20070822," Fort Hood, TX",1 hour
44195,20000715,20070813," Los Angeles, CA",1 minute
44196,20070802,20070814," Napa, CA",1-2 Minutes
44197,19691223,20070925," Middletown, CT",2 min.
44198,20070917,20070917," Naples, FL",5 seconds
44199,19680603,20070926," Rocky Mountains (east face of), CA",20 - 25 minutes
44200,20070915,20070915," Davis, CO",
44201,20070918,20070918," Portland, OR",Few seconds
44202,20070813,20070813," Grand Island, NE",15 sec
44203,20070811,20070823," Edinburg, TX",15minutes
44204,20070825,20070830," Baldwin, MI",1 minute
44205,20070920,20070920," Westmont, IL",3-4 min est
44206,20070811,20070811," Humble/Atascocita, TX",a few minutes
44207,20070818,20070818," Ainsworth, NE",2 seconds
44208,20070924,20070924," Guthriesville, PA",15 seconds
44209,20070902,20070903," Loveland, CO",2 minutes
44210,20070923,20070923," Denver, PA",2hrs
44211,20010605,20070924," Provo, UT",10 minutes
44212,20070811,20070813," Tacoma, WA",4 minutes
44213,20070427,20070919," Cranbury/East Windsor, NJ",75 min
44214,20070828,20070828," Liverpool (UK/England),",40 seconds
44215,20070925,20070926," Franklin, TN",1-2 minutes
44216,20070812,20070815," Plymouth, IN",30 seconds
44217,20070811,20070903," Harrison Township, MI",1 minute
44218,20070914,20070924," Buchs (Switzerland),",4 Seconds
44219,20070825,20070825," West Bend, WI",20 mins and again for ano
44220,20070529,20070902," Victoria (Canada), BC",3minutes
44221,20070809,20070821," Green River, UT",5 min.
44222,20070914,20070914," Sanford, FL",2 minutes
44223,20070704,20070806," Bristol, CT",5 minutes
44224,20070821,20070823," Longview, WA",&gt;1 min
44225,20070816,20070816," Mars Hill, ME",15 min
44226,20070804,20070813," Baton Rouge, LA",7 minutes
44227,20070818,20070914," Minneapolis, MN",5 minutes
44228,20070919,20070920," Melbourne, FL",7 seconds
44229,20070924,20070926," Marshall, WI",2 minutes
44230,20070920,20070922," Bethlehem, NH",Hours
44231,20070824,20070824," Chilton, WI",5-6 mins
44232,20070803,20070904," Canyon Lake, TX",2 1/2 hours
44233,19860816,20070911," Del Rio, TX",20 seconds
44234,20070827,20070901," Toronto (Canada), ON",2 minutes
44235,20070922,20070923," Lynden, WA",2 hrs
44236,20070901,20070901," North Plains, OR",5-10 minutes
44237,20070828,20070829," Marsing, ID",25 minutes
44238,20070903,20070904," Mapleton, KS",15 seconds
44239,20070827,20070829," Fayetteville, GA",1 hour
44240,20020916,20070926," Johnston, IA",30 min
44241,20070804,20070811," Algonquin Park (Ontario) (Canada), ON",
44242,19751115,20070923," Newburgh, NY",10 Minutes
44243,19890601,20070807," New York City, NY",3 hours
44244,20070904,20070912," Wattsburg, PA","brief, maybe a minute"
44245,20070816,20070817," Kingston (Canada), ON",8-9 sec
44246,20070812,20070828," Slades Corners, WI",15 to 20 seconds
44247,20070831,20070831," Meriden, CT",5 min
44248,20060817,20070821," Eastpointe, MI",5 minutes
44249,20070825,20070825," Waterloo, IA",15 Minutes
44250,20070925,20070925," Lake Dallas, TX",3 mins
44251,20070825,20070828," Orlando, FL",5-10 seconds
44252,20061123,20070906," Byron, GA",5 minutes
44253,20070918,20070917," Kennesaw, GA",1 second
44254,20070912,20070913," Spartanburg, SC",10  secs.
44255,20070830,20070830," Sneads Ferry, NC",2 minutes
44256,20060811,20070911," Hamden, CT",1/2 hour
44257,20070908,20070908," Isle of Palms, SC",20 minutes
44258,20070817,20070819," South Lake Tahoe, CA",1min
44259,20070902,20070902," Indianapolis, IN",10 minutes
44260,20070808,20070808," St. Louis, MO",@15 seconds
44261,20060101,20070805," Prince George (Canada), BC",15 min
44262,20070409,20070904," London (UK/England),",10 MINUTES
44263,20070120,20070807," Jordan, MN",20 seconds
44264,20070923,20070922," Dacula, GA",45 minutes
44265,20070808,20070917," Crookhaven (Republic of Ireland),",1 sec
44266,19780211,20070831," Escawtawpa, MS",3hrs
44267,20070720,20070905," New Philly, OH",not sure
44268,20070911,20070914," Cabot, AR",5-7 Minutes
44269,19790819,20070919," Clay City, KY",1 minute
44270,20070902,20070910," Novato, CA",5 minutes
44271,20070817,20070818," Kannapolis, NC",1 hour
44272,20070905,20070907," Alton, NH",1 minutes
44273,20070821,20070821," Henderson, KY",10 min
44274,20070913,20070917," Page, AZ",5 seconds
44275,20070817,20070818," Durand, MI",15 seconds
44276,20070819,20070820," Little Compton, RI",15:00
44277,20070922,20070923," Funks Grove, IL",35 Seconds
44278,20070907,20070907," El Paso, TX",20 MIN.
44279,20070827,20070827," Aliso Viejo, CA",20 minutes
44280,19861010,20070906," Holmes/Pawling, NY",3 MINUTES
44281,20070812,20070813," Roseville, MN",i1minute
44282,19740608,20070916," Tulsa, OK",25 minutes
44283,20070924,20070928," Lisburn (Antrim) (Northern Ireland),",?
44284,20070808,20070808," Tampa, FL",45 min
44285,20070911,20070911," Scottdale, PA",4 to 5 seconds
44286,20070815,20070816," Duluth, MN",30 seconds
44287,20070723,20070815," Big Bend Natinal Park, TX",seconds
44288,20070819,20070820," Birmingham, AL",1 minute
44289,20070819,20070820," Chico, CA",2 min
44290,20070921,20070922," Costa Mesa, CA",about 3-5 minutes
44291,20070901,20070901," Puyallup, WA",several minutes
44292,20070820,20070820," Fountain valley, CA",15 minutes
44293,20070828,20070829," Claymont, DE",1sec
44294,20070608,20070817," Grimsby (UK/England),",1 MINUTE APPROX
44295,20070906,20070907," Mechelen (Belgium),",3 or 4 minutes
44296,20070922,20070922," Los Angeles, CA",15 min
44297,20070819,20070822," Ft. Lauderdale, FL",2min
44298,20001023,20070822," Nolensville, TN",1 min
44299,20070825,20070824," Gilmer, TX",5 minutes
44300,20070818,20070818," London (UK/England),",5mins
44301,20070916,20070919," Bayfield Inlet (Canada), ON",3 minutes
44302,19610101,20070826," Kendallville, IN",30 seconds
44303,20070815,20070816," Alvin, TX",2:00 hrs
44304,20070913,20070913," Reed, KY",6
44305,20070822,20070822," Las Vegas, NV",few minutes
44306,20070912,20070912," Lawrence, KS",3 minutes
44307,20070821,20070820," Cherry Hill, NJ",5 seconds
44308,19790901,20070902," Crowley, LA",1  minute
44309,19981104,20070808," Albuquerque, NM",4-5 mins.
44310,20070828,20070828," Los Angeles, CA",5 seconds
44311,20070818,20070819," Canoga Park, CA",10 minutes
44312,20070910,20070910," College Station, TX",10min
44313,20070807,20070807," Tooele, UT",5 -7 seconds
44314,20070829,20070829," Toms River, NJ",2 minutes
44315,20070810,20070811," Roseburg, OR",4 minutes
44316,20070923,20070924," LLangollen &amp; Wrexham (UK/ North Wales),",3 to 4mins
44317,20070805,20070810," Las Vegas, NV",15 seconds
44318,20070901,20070902," Dayton, OH",2 minutes
44319,20070823,20070823," Overlea, MD",5-10 seconds
44320,19930308,20070921," San Antonio del Mar (Mexico),",2-3 minutes
44321,20070908,20070908," Grover Beach, CA",15-20 Seconds
44322,20070711,20070811," Grand Rapids, MI",10 seconds
44323,20070903,20070902," Barrie (Canada), ON",5 seconds
44324,20070920,20070921," Mission Viejo/Trabuco Canyon, CA",15 Minutes
44325,20070817,20070902," Sweetwater, NJ",&lt;&gt; 15 minutes
44326,20070816,20070816," Darien, CT",1 second
44327,20070909,20070913," Palatine, IL",5 minutes
44328,20070901,20070906," Lansing, MI",3 Minutes
44329,19830815,20070916," Bedford Hills, NY",10 minutes
44330,20061228,20070825," Michigan (southeast portion) (in-flight sighting), MI",5-10 Mins
44331,20070921,20070928," Vista, CA",6-7 MIN
44332,20070701,20070926," Mesa, AZ",60 min.
44333,20070918,20070918," Rome, NY",Several hours
44334,20070901,20070909," Roseville, MI",3 minutes
44335,20070806,20070807," Allen, TX",3 min
44336,20070928,20070928," Crown Point, IN",still occuring
44337,20070826,20070826," Milton Keynes (UK/England),",3-4 minutes
44338,20070812,20070812," Meredith, NH",1 hour
44339,20070917,20070917," San Carlos, CA",10 seconds
44340,20070828,20070828," Bremerton, WA",5 seconds
44341,20030812,20070819," Tucson, AZ",35 40 SECONDS
44342,20070914,20070916," Decatur, GA",2 hours
44343,20070816,20070821," Redding, CA",5 seconds
44344,20070910,20070912," Manchester (UK/England),",30 seconds
44345,20070809,20070809," Fort Oglethorpe, GA",30 minutes
44346,20070917,20070917," Vermont, IL",60 Seconds
44347,20070901,20070903," Centreville (Bib Gish Lake), MI",2 minutes
44348,20070908,20070913," Hampshire (UK/England),",10 minutes
44349,19980715,20070913," Minneapolis, MN",10 seconds
44350,20070825,20070826," Madison (north of), WI",10 seconds
44351,20070915,20070915," Lake Worth, FL",1 1/2 hours
44352,20070926,20070926," Port Charlotte, FL",20 seconds
44353,20070123,20070815," Hoover, AL",2 min.
44354,20070903,20070904," Eugene, OR",15 minutes
44355,20070826,20070826," Foristell, MO",.5 hours +
44356,20070922,20070922," DeWitt, MI",3-4 minutes
44357,20070901,20070901," Crestone, CO",30 minutes
44358,20070902,20070906," Yeehaw Junction, FL",30 sec
44359,20070809,20070829," Tucson, AZ",1 min
44360,20070820,20070821," Ardmore, OK",4 min
44361,20070913,20070914," Flint, MI",2 mins
44362,20070811,20070812," Draper, UT",1 minute
44363,20041015,20070926," East Scarborough (Canada), ON",6-7 seconds
44364,20070904,20070925," Myrtle Beach, SC",10 seconds
44365,20070707,20070811," Lemont, IL",25 Min.
44366,20070906,20070907," Myrtle Beach, VA",30 - 45 seconds
44367,20070907,20070909," Voluntown, CT",seconds
44368,20070928,20070927," Kendallville, IN",ongoing
44369,20070917,20070919," Placerville, CA",2 minutes
44370,20070917,20070917," Wallingford, CT",1 hour
44371,20070827,20070829," San Luis Obispo, CA",4-5 seconds
44372,20070905,20070908," Reno, NV",2minutes
44373,20070811,20070830," Oakdale, CA",10 minutes
44374,20070814,20070814," Williamson County, IL",5 mins.
44375,20070816,20070817," Plano, TX",unknown
44376,19951223,20070919," Warren, MA",5 min.
44377,20070813,20070813," Hazelton, ND",15 mins
44378,20070831,20070901," Crestwood, IL",10 Minutes
44379,20070824,20070926," Tehran (Mazandaran Province) (Iran),",
44380,20070531,20070908," Big Lake, MN",2 minutes
44381,20070814,20070814," Simpsonville, KY",5 minutes
44382,20070804,20070821," Canaan, ME",10  minutes
44383,19670615,20070909," none, MI",2 seconds
44384,20070730,20070818," SunnyIsles, FL",18 min
44385,20070303,20070909," Redwood City, CA",15min
44386,20070813,20070901," Tromsoe (Norway),",10-15 min
44387,20000131,20070905," Cape Canaveral, FL",1 minute
44388,20070821,20070823," Ewa Beach, HI",3 seconds
44389,20070812,20070818," Brighton, CO",15 Seconds
44390,20070918,20070919," Irvine, CA",5 min
44391,20070904,20070914," Emerald Isle, NC",3 to 4 seconds
44392,20070813,20070814," Brighton (UK/England),",2 hours plus
44393,19741015,20070916," Oak Creek, CO",20
44394,20070902,20070907," Winslow, AZ",5-10 minutes
44395,20070810,20070812," Lithiona, GA",3 minutes
44396,20070823,20070823," Pompano Beach, FL",1.3 seconds
44397,20070810,20070810," Nauvoo, IL",1hr 45mins
44398,19710715,20070809," Steelville, MO",5 minutes
44399,20070912,20070917," Bangalore (India),",20 SECS
44400,20070820,20070911," Middleton, WI",10 minutes
44401,20070827,20070827," Chehalis, WA",15 min
44402,20070914,20070914," St. Augustine, FL",still going on
44403,20070921,20070921," Orion Nebula,",
44404,20070921,20070925," West Chester, OH",3 minutes
44405,20070916,20070920," Coalingua, CA",5 seconds
44406,20070818,20070818," Sacramento, CA",1 minute
44407,20070812,20070818," Nothing, AZ",10 sec
44408,20070917,20070922," Santa Barbara, CA",1 minute
44409,19890111,20070831," Shotts (UK/Scotland),",1 minute
44410,20070808,20070819," Moab (near), UT",Momentary
44411,20070901,20070901," Jamesburg, NJ",3 minutes
44412,19740601,20070826," Ovid, CO",60 seconds
44413,19790630,20070911," Wilsonville, IL",3-4 minutes
44414,20070908,20070908," Stevensville, MT",aound 5 min.
44415,20070923,20070923," Stratford, CT",10 MIN
44416,19800715,20070807," Omaha, NE",2 second
44417,20070708,20070903," Pine Valley, CA",2 Hours
44418,20020220,20070817," Hollywood, FL",15 minutes
44419,19721010,20070807," West Bloomfield, MI",2 minutes
44420,20070823,20070826," Twello (Netherlands),",5 seconds
44421,20070904,20070908," Marhall, OK",10
44422,20070904,20070905," Kansas City, MO",10 secs.
44423,20070523,20070914," Allenhurst, GA",5 sec
44424,20070909,20070910," Christchurch (UK/England),",10 minutes
44425,20070902,20070903," Langhorne, PA",1 minute
44426,20070819,20070819," Foster City, CA",20 Seconds
44427,20070828,20070828," Green Bay, WI",5 min
44428,20070922,20070924," Yankeetown, FL",approx 1 hour
44429,19971015,20070929," Daggett, CA",6-8 seconds.
44430,20070831,20070831," Cleveland (45NM SSW OF), OH",unk
44431,20070825,20070828," Toppenish (15 mi south of), WA",5 to 10 seconds
44432,20070905,20070913," Cedar Falls, IA",2 - 3 seconds
44433,20070923,20070923," Clermont, FL",1 hour
44434,19730601,20070828," Austin, TX",10-15 MINUTES
44435,20070916,20070926," Bremerton, WA","5hr,s"
44436,20070723,20070812," Cascade, IA",2-3 sec
44437,19850915,20070913," Beacon Falls/Naugatuck, CT",5min.
44438,20070917,20070921," Snowmass Village, CO",1 to 2 hours
44439,20070926,20070926," Henderson, NV",10 Seconds
44440,20070811,20070813," Baton Rouge, LA",7 minutes
44441,20070922,20070923," Fort Walton Bech, FL",5 seconds
44442,19860315,20070927," Midway, GA",2 seconds
44443,20070903,20070919," Algood, TN",20 min
44444,20070815,20070818," Santa Rosa, CA",8 minutes
44445,20070830,20070903," Chino Hills (seen from), CA",2 to 3 seconds
44446,19720601,20070916," Oxford, MI",hours
44447,20070728,20070809," Streamwood, IL",10-15 seconds
44448,20070924,20070924," Corona, CA",10-15 sec
44449,20070815,20070815," Santa Rosa, CA",8 minutes
44450,20070915,20070917," Taft, CA",30mins onwards
44451,20070924,20070926," Salem, OR",15 seconds
44452,20070830,20070830," Torrenueva (Granada) (Spain),",some minutes
44453,20070810,20070810," Wichita Falls, TX",2 minutes
44454,20070616,20070915," Tucson, AZ",5 minutes
44455,19901010,20070825," Ashburn, GA",2 minutes
44456,20070911,20070912," Hillsboro, OH",1 hour
44457,19970327,20070915," Yuma, AZ",20 sec
44458,20070908,20070908," Hyde Park, VT",1 Min
44459,20070811,20070905," Gobi Desert (Mongolia),",60 second
44460,20070811,20070811," Grand Rapids, MI",10 seconds
44461,20060915,20070831," Archer City, TX",3 seconds
44462,20070818,20070818," Rancho Cucamonga, CA",10 minutes
44463,20070826,20070828," Prineville, OR",7 seconds
44464,20070907,20070907," Doyline, LA",20 seconds
44465,20070923,20070923," Burbank, CA",ongoing
44466,20070913,20070914," Loveland, OH",3 minutes
44467,20070729,20070815," Furness (UK/Scotland),",20 SECS
44468,20070901,20070901," Puyallup, WA",7 min
44469,20070821,20070823," Charlotte, NC",10 minutes total
44470,20070912,20070912," Aurora, CO",5 mins
44471,20070811,20070811," Sonora, CA",:02
44472,19980815,20070909," Tracy (near; on I-5; close to Gilroy), CA",2-3 minutes
44473,20070910,20070912," Burns Junction (100 miles south of), OR",8 minutes
44474,20070914,20070914," Bettendorf, IA",4 minutes
44475,19940720,20070907," Moses Lake, WA",not sure
44476,20070921,20070922," Evendale, OH",15 minutes
44477,20070812,20070812," Bullhead City, AZ",2 mins
44478,20070807,20070808," San Diego, CA",7 min.
44479,20070905,20070905," Hondo, TX",15 seconds
44480,20070908,20070909," St. Bruno (Canada), QC",10-15 seconds
44481,20070807,20070806," Martinsburg, WV",7 min
44482,20070902,20070902," Charlotte, NC",5-7 seconds
44483,20070803,20070806," Arizona City, AZ",1 minute
44484,20010922,20070915," Topaz Lake, NV",5min.
44485,20070911,20070911," Austin, TX",5 seconds
44486,20070829,20070828," Stafford, VA",3 MIN
44487,20070813,20070818," Carmel, IN",
44488,19570715,20070810," Denver, CO",15 minutes
44489,20050113,20070921," Fairbanks, AK",45 Minutes
44490,19980101,20070818," Baton Rouge, LA",15 min
44491,20070909,20070909," Tukwila, WA",30 min
44492,20070922,20070922," Woodland Hills, CA",1 min
44493,20070814,20070813," Oklahoma City, OK",10 Seconds
44494,20070824,20070830," Clayton, NC",20 seconds
44495,20061201,20070906," Warner Robins, GA",7 minutes
44496,20070830,20070830," Melrose Park, IL",1 hour
44497,20070823,20070923," Erie, PA",
44498,20070814,20070817," Goldhead State Park (Clay Co.), FL",20 min
44499,20070807,20070807," Arivaca, AZ",5 hours
44500,20070716,20070817," La Peche (Canada), QC",2-5 MINUTES
44501,20070915,20070915," Sioux Lookout (Canada), ON",8 SECONDS
44502,20070830,20070830," Waupun, WI",4min
44503,20070829,20070830," Carle Place, NY",30 minutes
44504,20070924,20070925," Schwenksville, PA",35 minutes
44505,19650615,20070829," Iwakuni (Japan),",2 minutes?
44506,20070812,20070812," Richmond, VA",1 hour
44507,20070828,20070828," Dinuba, CA",10 seconds
44508,20070901,20070902," Normandy Beach, NJ",
44509,20070819,20070819," Dexter (in southern sky), ME",3 minutes
44510,20070721,20070815," Rockford, IL",5 Min
44511,20070809,20070810," Johnson City, TN",10 minutes
44512,20070903,20070903," New Port Richey, FL",1 min
44513,20070901,20070905," Tacoma, WA",4 seconds
44514,20070804,20070813," Dorking, Surrey (UK/England),",3-4 MINS
44515,20070911,20070911," Anaheim, CA",none
44516,20070911,20070911," Agoura Hills, CA",5 minutes
44517,20070507,20070909," Lakeville, MA",30sec
44518,20070901,20070901," Charlotte, MI",3 Minutes
44519,20070611,20070818," Carbondale, IL",15 seconds
44520,20070827,20070912," Cadillac, MI",don&apos;t know
44521,20070827,20070827," Oak Grove, KY",3 minutes
44522,20070817,20070817," Ostrander, OH",20-25 Seconds
44523,20040416,20070818," Clarksville, AR",7min
44524,20070812,20070812," New York City (Brooklyn), NY",10 minutes
44525,19790615,20070814," Jonesboro, AR",4 min
44526,20070902,20070903," Casper, WY",5 seconds
44527,20070923,20070928," Myrtle Beach, SC",3minutes
44528,20070831,20070901," Little Rock, AR",5 minutes
44529,20070818,20070818," Mastic Beach, NY",less than a minute
44530,20070812,20070813," East Sandwich, MA",1 minute
44531,20070912,20070912," Reykjavik (Iceland),",2 minutes
44532,20070810,20070810," Indianapolis, IN",1-2 minutes
44533,20070811,20070811," Clarklake, MI",five minutes
44534,20070827,20070827," Sedona, AZ",2 seconds
44535,20070906,20070907," Contoocook, NH",5 Minutes
44536,20070810,20070810," Boulder, CO",5-7 minutes
44537,20070917,20070923," Oroville, CA",30 seconds
44538,20070921,20070921," Seligman, AZ",3 minutes
44539,20070822,20070823," Truro, MA",3 minutes
44540,20070905,20070904," Roswell, NM",10-15 seconds
44541,20070820,20070820," Melbourne, FL",a few seconds
44542,20070728,20070808," Corona, CA",1-2 seconds
44543,20070915,20070915," St. Peters, MO",15 min
44544,20070902,20070902," Holland, MI",Outside
44545,20070917,20070917," Pewaukee, WI",1 sec
44546,20070824,20070825," Rural El Paso, IL",10 Minutes
44547,20070809,20070813," Monroeville, IN",40 seconds ?
44548,19920501,20070806," Va&apos;vau (Tonga),",30 minutes
44549,19750606,20070819," Charlotte, NC",20 minutes
44550,20070817,20070821," St. Paul, MN",1 minute
44551,19760201,20070922," Sydney (Australia),",unknown
44552,20070912,20070912," Orlando, FL",5 minutes
44553,20070821,20070821," Denver, CO",1 minute
44554,20070824,20070824," Halifax (Canada), NS",60 minutes
44555,20070501,20070822," Isleta, NM",60 second
44556,20070917,20070917," Midland (Canada), ON",3 Minutes
44557,20070902,20070903," Heber, AZ",25 minutes
44558,20070704,20070807," Vermillion, SD",20 minutes
44559,20070823,20070823," Little Valley, NY",2 minutes
44560,20070828,20070922," Orem, UT",3min
44561,20070827,20070827," ,",
44562,20070915,20070915," Kenai Peninsula, AK",10-20 seconds
44563,20070807,20070808," Las Vegas, NV",5 minutes
44564,20070810,20070810," Richmond, MI",2 minutes
44565,20070916,20070916," Greenwood, MS",5 seconds
44566,20070808,20070809," Montgomery, AL",unknown
44567,20070919,20070925," Hawley Lake, AZ",5 minute
44568,20070815,20070815," Montreal (Canada), QC",3-5 sec.
44569,20070828,20070829," Keaau, HI",5 MIN
44570,19860601,20070806," Redcliffe (Australia),",2 minutes
44571,20070819,20070819," Payson, AZ",
44572,20070812,20070814," Orlando, FL",1 minute
44573,20070814,20070814," Alpharetta, GA",2 min
44574,19820201,20070914," Mt. Palomar, CA",Five minutes
44575,20070909,20070910," Austin, TX",10-15 minutes
44576,20070811,20070813," Sterling, IL",10 minutes
44577,20070922,20070922," Keighley (UK/England),",10 mins
44578,20070922,20070922," Lithia Springs, GA",10 seconds
44579,20071019,20071019," Danville, CA",5 minutes
44580,20071003,20071003," Lima, OH",20 minutes
44581,20070929,20071005," Lihue, HI",2 mins
44582,20071118,20071118," Sudbury (Canada), ON",5 minutes
44583,20071023,20071024," Londonderry, NH",1-2 minutes
44584,20071024,20071025," Lake Havasu City, AZ",15 minutes
44585,20071115,20071116," Cork (Republic of Ireland),",3 -4 mins
44586,20071028,20071028," Hendersonville, TN",20 minutes
44587,20071112,20071112," Montebello, CA",4-5 minutes
44588,20071118,20071118," Wingham (Canada), ON",1hr+
44589,19990111,20071019," Lebanon, OR",2 min
44590,20071006,20071013," Oak View, CA",30 seconds to a minute
44591,19911101,20071017," Bremen, GA",2-3 minutes
44592,20071105,20071105," Lower Lake, CA",
44593,20071003,20071003," Tennessee Ridge, TN",1-2 hours
44594,20071123,20071123," Interstate 84 eastbound; Exit 147, OR",3 minutes
44595,20071007,20071006," Poplarville, MS",
44596,20071109,20071109," Los Angeles, CA",90 seconds
44597,20071122,20071122," Wawina, MN",30 min
44598,20071119,20071123," Kennebec, SD",5 minutes
44599,20071002,20071002," Houston, TX",10 Minutes
44600,20071010,20071011," Lebanon, OR",4 hours
44601,20071114,20071115," Monterey, CA",10 seconds
44602,19790718,20071011," Niagara Falls, NY",2 hours
44603,20070507,20071020," Albany, OR",4-5 seconds
44604,20071028,20071028," Bellevue, WA",4 Minutes
44605,20071022,20071022," Farmington, MO",2-5 minutes
44606,20071005,20071005," Clemmons, NC",1.5 Hours
44607,19680615,20071113," Greensboro (while driving on the turnpike in WV), NC",2 minutes
44608,20071110,20071120," Pleasant Hill, CA",ongoing
44609,20071005,20071006," Milton-Freewater, OR",1 hour
44610,19961114,20071113," Corvallis, MT",3 seconds
44611,20071028,20071028," Darrington, WA",15 min
44612,20071023,20071103," Brentwood, NY",
44613,20071012,20071027," New York City, NY",30 minutes
44614,20070826,20071024," Victor, NY",2 seconds +
44615,20071112,20071114," Elk Grove, CA",3 Minures
44616,20071014,20071018," Hyderabad (India),",15 minutes
44617,20071007,20071006," Hilliard, OH",Approx 5 minutes
44618,19920415,20071117," Neosho, MO",one minute
44619,20060601,20071116," Pratt, KS",Aprox. 2-3 min
44620,20071029,20071029," Newark, DE",60 minutes
44621,19600601,20071104," Palmdale, CA",5 minutes
44622,20031113,20071103," Virginia Beach, VA",UFO
44623,20071014,20071014," Rawalpindi (Pakistan),",10 sec
44624,20071015,20071016," Chicago, IL",
44625,19890701,20071027," Hebo, OR",10-15 seconds
44626,20071116,20071117," Chillicothe, OH",10 minutes
44627,20071024,20071024," Garden City, KS",10 minutes
44628,20071007,20071007," York, PA",1 hr 30 min
44629,19620301,20071114," Snohomish, WA",25 Minutes
44630,20070929,20071002," Byhalia, MS",15 seconds
44631,20071025,20071029," Eugene, OR",18 seconds
44632,20071007,20071006," Glenside, PA",1 Min
44633,20071020,20071022," Highland County - Monterey, VA",90 seconds
44634,20070918,20071015," Kannapolis, NC",7-10 seconds
44635,20070703,20071008," Scranton, PA",90 seconds
44636,20071031,20071031," Washington, D.C., DC",about 1 hour
44637,20070920,20071022," Kingston, NM",2 minutes
44638,19960922,20071102," Pensacola, FL",10 seconds
44639,20071120,20071120," Fort Pierce, FL",over 30 minutes
44640,20071107,20071108," Andover, MN",10 minutes
44641,20071009,20071016," Lake Bluff, IL",2 hrs 30 min
44642,20060922,20071110," New York City (Manhattan), CA",30 seconds
44643,19871015,20071004," Bolingbrook, IL",5 minutes
44644,19811001,20071112," Texas City/Galveston, TX",
44645,20071001,20071119," Granville, OH",2 Minutes
44646,20071123,20071123," New York City (Queens), NY",Over an hour
44647,20071110,20071111," Stuart, FL",1 1/2 min.
44648,20060928,20071123," Ridley Park, PA",1 minute
44649,20071113,20071113," Los Angeles, CA",10 seconds
44650,20071028,20071029," Michigan City, IN",30 Seconds
44651,20070710,20071007," Gourock (UK/Scotland),",30 MINUTES
44652,20071018,20071018," Manchester (UK/England),",1min
44653,20071006,20071008," Willow, AK",seconds
44654,20071005,20071105," Salem, OR",2 to 3 minutes
44655,20071112,20071113," Riorges (France),",2 Seconds
44656,20071026,20071027," Hilliard, OH",20 Minutes
44657,20071001,20071001," Los Angeles, CA",15min
44658,20071012,20071013," Dingmans Ferry, PA",3 Seconds
44659,20071106,20071106," Chicago, IL",10 minutes
44660,20071118,20071118," Brussels (Belgium),",25 seconds
44661,20071118,20071119," Palestine, TX",7 seconds
44662,20070815,20071028," Laundstuhl (Germany),",less than 1 second
44663,20071105,20071106," Auburn, MI",1 minute
44664,20050515,20071112," Troy, MI",5 seconds
44665,19630515,20071111," New York City (Brooklyn), NY",10 Minutes
44666,20071104,20071106," Jonquiere (Canada), QC",3 to 5 mins
44667,19970315,20071116," Miami, FL",4minutes
44668,20071026,20071026," Battle Ground, WA",4 seconds
44669,19980630,20071113," Jackson, MS",3min
44670,20071102,20071102," Beaver, PA",90 seconds
44671,20071104,20071104," Wesley Chapel, FL",10 seconds
44672,19730601,20071011," Fredericktown, MO",2 hours
44673,20071120,20071121," Death Valley, CA",2 minutes
44674,20071006,20071008," Huntington Beach, CA",10-15 minutes
44675,20071022,20071023," Hurley (west of), SD",30 min
44676,20071110,20071113," Barrie (Canada), ON",10 min
44677,20071031,20071031," Highland, NY",3-5 seconds
44678,20070915,20071024," Albany, OR",few seconds
44679,20071025,20071025," Tinker AFB, OK",3-4 seconds
44680,20071013,20071023," Katy, TX",5 seconds
44681,20071029,20071030," Calhoun, GA","Sunday night, early monda"
44682,20071115,20071115," Jessup, GA",an hour
44683,20071024,20071121," Shepherd, TX",6 seconds
44684,19600601,20071029," Silverfdale, WA",20 MINUTES
44685,20071109,20071113," Summerland Key, FL",Last 5 nights
44686,20020902,20071116," Spokane, WA",30minutes
44687,20071116,20071116," Bangalore (India),",30 seconds
44688,20070403,20071017," North Bay (Canada), ON",10 minutes
44689,20070929,20071002," Leaky, TX",5 minutes
44690,20070929,20070929," Chicago, IL",3 seconds
44691,20071029,20071030," Bedford, NY",5 seconds
44692,20071118,20071119," Grapevine, TX",6 seconds
44693,20071107,20071107," Morgan Hill, CA",1 to 2 minutes
44694,20071004,20071007," Burkeville, VA",5 minutes
44695,20071112,20071113," East London (South Africa),",=- 1 minute
44696,19670808,20071023," Alamosa, CO",20 minutes
44697,20070715,20071009," Seattle, WA",10-15min.
44698,20071030,20071031," Pickens, SC",five minutes
44699,20070821,20071007," Sudbury (Canada), ON",
44700,20071104,20071104," Powell, WY",10 seconds
44701,20071027,20071029," Tampa, FL",10 mins
44702,20071110,20071111," Las Vegas, NV",1 minute
44703,20071121,20071121," Denton, TX",1 minute
44704,20010608,20071123," Springfield, SD",
44705,19960525,20071014," Chico, CA",6 Seconds
44706,20071010,20071105," Stockbridge, GA",1 hour
44707,20070929,20070930," Odenton, MD",1 min
44708,20071012,20071012," Appleton, WI",Over a half hour
44709,20071009,20071113," Plano, TX",10 seconds
44710,20071117,20071119," Sebastopol, CA",duration of dusk
